N°,Fecha,Producto,Valor,Unidad,Venta ,Tipo de venta,Forma de Pago,Estado,Mes,dia de la semana,,
716,13/03/2026,Filodendro Billitae,,1,$20.000,Venta por instagram,Tarjeta cuenta vista,Si,marzo,vie,,
717,13/03/2026,Suculenta XS,,1,$1.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,vie,,
718,13/03/2026,Macetero zorro,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,vie,,
719,13/03/2026,Singonio Rosado L,,1,$15.000,Ventas presencial,Efectivo,Si,marzo,vie,,
720,13/03/2026,Pothus Marble M,,1,$8.000,Ventas presencial,Efectivo,Si,marzo,vie,,
721,13/03/2026,Tradescantia Nanouk L,,2,$13.000,Ventas presencial,Efectivo,Si,marzo,vie,,
722,13/03/2026,Ctenanthe Lubersiana,,1,$2.500,Ventas presencial,Efectivo,Si,marzo,vie,,
723,13/03/2026,Macetero Cerámica Miel,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,vie,,
724,13/03/2026,Iresine Morado,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,vie,,
725,14/03/2026,Ficus Shivereana M,,1,$8.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
726,14/03/2026,Termometro higrometro digital,,1,$5.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
727,13/03/2026,Humidificador 220 ml,,1,$5.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,vie,,
728,13/03/2026,Hypoeste M,,1,$2.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,vie,,
729,14/03/2026,Filodendro Pink Princess M,,1,$13.600,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
730,14/03/2026,Clepia,,1,$7.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
731,14/03/2026,Suculenta M/L,,1,$5.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
732,14/03/2026,Suculenta S,,1,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
733,14/03/2026,Suculenta XL,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,No,marzo,sáb,pagado solo 3000,
734,14/03/2026,Promo Suculentas,,2,$20.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
735,14/03/2026,Peperomia Pepperspot L,,1,$8.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
736,14/03/2026,Envío,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
737,14/03/2026,Promo Suculentas grandes,,1,$12.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
738,14/03/2026,Dolar Chaucha,,1,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
739,14/03/2026,Hypoeste M,,2,$5.000,Ventas presencial,Tarjeta cuenta vista,No,marzo,sáb,,
740,14/03/2026,Hypoeste M,,1,$2.500,Ventas presencial,Efectivo,Si,marzo,sáb,,
741,14/03/2026,Cactus L,,2,$18.750,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
742,14/03/2026,Monstera Andansoni,,1,$13.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
743,14/03/2026,Promo Suculentas,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
744,14/03/2026,Suculenta S,,1,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
745,14/03/2026,Tutor musgo 30 cm,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
746,14/03/2026,Peperomia Pepperspot M,,1,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
747,14/03/2026,Hypoeste M,,1,$2.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
748,14/03/2026,Suculenta XL,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
749,14/03/2026,Macetero Cerámica Gris/Verde oscuro/Menta S,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
750,14/03/2026,Tradescantia Zebrina Burgundy M,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
751,14/03/2026,Promo Suculentas,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
752,14/03/2026,Suculenta XL,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
753,14/03/2026,Promo Suculentas,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
754,14/03/2026,Suculenta S,,1,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
755,14/03/2026,Promo Suculentas,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
756,14/03/2026,Jardín Suculentas M,,1,$5.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
757,14/03/2026,Sustrato,,2,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
758,14/03/2026,Monstera Andansoni M,,1,$13.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
759,14/03/2026,Suculenta XL,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
760,14/03/2026,Helecho L,,1,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
761,14/03/2026,Cactus M,,1,$7.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
762,14/03/2026,Suculenta XS,,2,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
763,14/03/2026,Cactus S,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
764,14/03/2026,Maranta,,1,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
765,14/03/2026,Suculenta S,,1,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
766,14/03/2026,Sustrato,,1,$1.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
767,14/03/2026,Tradescantia Nanouk M,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
768,14/03/2026,Mala Madre M,,1,$3.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
769,14/03/2026,Suculenta XL,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
770,14/03/2026,Palmera Chameadora,,1,$11.600,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
771,14/03/2026,Helecho Arroz L,,1,$8.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
772,14/03/2026,Helecho Crype Wave,,1,$8.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
773,14/03/2026,Jardín Suculentas Macetero Cerámica M,,1,$15.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,sáb,,
774,16/03/2026,Cactus XL,,1,$20.000,Ventas presencial,Transferencia,Si,marzo,lun,,
775,16/03/2026,Bugambilia,,1,$15.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
776,16/03/2026,Hierba albahaca,,1,$1.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
777,16/03/2026,Macetero Resina S,,1,$2.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
778,16/03/2026,Plato M11.5 - 14,,1,$600,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
779,16/03/2026,Helecho Arroz L,,1,$8.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
780,16/03/2026,Plato M28,,1,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
781,16/03/2026,Macetero M28,,1,$3.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
782,16/03/2026,pulverizador 500 cc,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
783,16/03/2026,Sustrato,,4,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
784,16/03/2026,Macetero Petunia Rojo M,,1,$8.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
785,16/03/2026,Tutor musgo 30 cm,,1,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
786,16/03/2026,Macetero M19,,1,$2.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
787,16/03/2026,Sustrato,,5,$5.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
788,16/03/2026,Macetero Cerámica generico S,,2,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
789,16/03/2026,Suculenta M,,2,$6.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
790,16/03/2026,Tradescantia Nanouk M,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
791,16/03/2026,Promo Suculentas,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
792,16/03/2026,Pothus Golden,,1,$8.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
793,16/03/2026,Singonio Berry Allusion M,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,lun,,
794,17/03/2026,Tierra 15 L,,1,$5.000,Ventas presencial,Efectivo,Si,marzo,mar,,
795,17/03/2026,Sustrato,,3,$3.000,Ventas presencial,Efectivo,Si,marzo,mar,,
796,17/03/2026,Hierba albahaca,,2,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
797,17/03/2026,Hierba Ciboulette,,1,$1.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
798,17/03/2026,Tutor corazon,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
799,17/03/2026,Macetero M21,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
800,17/03/2026,Promo Suculentas,,1,$10.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
801,17/03/2026,Dólar Blanco S,,1,$2.500,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
802,17/03/2026,Pothus Golden,,2,$16.000,Ventas presencial,Tarjeta cuenta vista,No,marzo,mar,no esta pagado,
803,17/03/2026,Cucharita M,,2,$12.000,Ventas presencial,Tarjeta cuenta vista,No,marzo,mar,no esta pagado,
804,17/03/2026,Dólar Blanco M,,2,$8.000,Ventas presencial,Tarjeta cuenta vista,No,marzo,mar,no esta pagado,
805,17/03/2026,Envío,,1,$4.000,Ventas presencial,Tarjeta cuenta vista,No,marzo,mar,no esta pagado,
806,17/03/2026,Jabón Potásico,,1,$3.000,Ventas presencial,Tarjeta cuenta vista,Si,marzo,mar,,
807,18/03/2026,Guano,,1,$3.000,,,,marzo,mié,,
808,,,,, ,,,,,,,
809,,,,, ,,,,,,,
810,,,,, ,,,,,,,
811,,,,, ,,,,,,,
812,,,,, ,,,,,,,
813,,,,, ,,,,,,,
814,,,,, ,,,,,,,
815,,,,, ,,,,,,,
816,,,,, ,,,,,,,
817,,,,, ,,,,,,,
818,,,,, ,,,,,,,
819,,,,, ,,,,,,,
820,,,,, ,,,,,,,
821,,,,, ,,,,,,,
822,,,,, ,,,,,,,
823,,,,, ,,,,,,,
824,,,,, ,,,,,,,
825,,,,, ,,,,,,,
826,,,,, ,,,,,,,
827,,,,, ,,,,,,,
828,,,,, ,,,,,,,
829,,,,, ,,,,,,,
830,,,,, ,,,,,,,
831,,,,, ,,,,,,,
832,,,,, ,,,,,,,
833,,,,, ,,,,,,,
834,,,,, ,,,,,,,
835,,,,, ,,,,,,,
836,,,,, ,,,,,,,
837,,,,, ,,,,,,,
838,,,,, ,,,,,,,
839,,,,, ,,,,,,,
840,,,,, ,,,,,,,
841,,,,, ,,,,,,,
842,,,,, ,,,,,,,
843,,,,, ,,,,,,,
844,,,,, ,,,,,,,
845,,,,, ,,,,,,,
846,,,,, ,,,,,,,
847,,,,, ,,,,,,,
848,,,,, ,,,,,,,
849,,,,, ,,,,,,,
850,,,,, ,,,,,,,
851,,,,, ,,,,,,,
852,,,,, ,,,,,,,
853,,,,, ,,,,,,,
854,,,,, ,,,,,,,
855,,,,, ,,,,,,,
856,,,,, ,,,,,,,
857,,,,, ,,,,,,,
858,,,,, ,,,,,,,
859,,,,, ,,,,,,,
860,,,,, ,,,,,,,
861,,,,, ,,,,,,,
862,,,,, ,,,,,,,
863,,,,, ,,,,,,,
864,,,,, ,,,,,,,
865,,,,, ,,,,,,,
866,,,,, ,,,,,,,
867,,,,, ,,,,,,,
868,,,,, ,,,,,,,
869,,,,, ,,,,,,,
870,,,,, ,,,,,,,
871,,,,, ,,,,,,,
872,,,,, ,,,,,,,
873,,,,, ,,,,,,,
874,,,,, ,,,,,,,
875,,,,, ,,,,,,,
876,,,,, ,,,,,,,
877,,,,, ,,,,,,,
878,,,,, ,,,,,,,
879,,,,, ,,,,,,,
880,,,,, ,,,,,,,
881,,,,, ,,,,,,,
882,,,,, ,,,,,,,
883,,,,, ,,,,,,,
884,,,,, ,,,,,,,
885,,,,, ,,,,,,,
886,,,,, ,,,,,,,
887,,,,, ,,,,,,,
888,,,,, ,,,,,,,
889,,,,, ,,,,,,,
890,,,,, ,,,,,,,
891,,,,, ,,,,,,,
892,,,,, ,,,,,,,
893,,,,, ,,,,,,,
894,,,,, ,,,,,,,
895,,,,, ,,,,,,,
896,,,,, ,,,,,,,
897,,,,, ,,,,,,,
898,,,,, ,,,,,,,
899,,,,, ,,,,,,,
900,,,,, ,,,,,,,
901,,,,, ,,,,,,,
902,,,,, ,,,,,,,
903,,,,, ,,,,,,,
904,,,,, ,,,,,,,
905,,,,, ,,,,,,,
906,,,,, ,,,,,,,
907,,,,, ,,,,,,,
908,,,,, ,,,,,,,
909,,,,, ,,,,,,,
910,,,,, ,,,,,,,
911,,,,, ,,,,,,,
912,,,,, ,,,,,,,
913,,,,, ,,,,,,,
914,,,,, ,,,,,,,
915,,,,, ,,,,,,,
916,,,,, ,,,,,,,
917,,,,, ,,,,,,,
918,,,,, ,,,,,,,
919,,,,, ,,,,,,,
920,,,,, ,,,,,,,
921,,,,, ,,,,,,,
922,,,,, ,,,,,,,
923,,,,, ,,,,,,,
924,,,,, ,,,,,,,
925,,,,, ,,,,,,,
926,,,,, ,,,,,,,
927,,,,, ,,,,,,,
928,,,,, ,,,,,,,
929,,,,, ,,,,,,,
930,,,,, ,,,,,,,
931,,,,, ,,,,,,,
932,,,,, ,,,,,,,
933,,,,, ,,,,,,,
934,,,,, ,,,,,,,
935,,,,, ,,,,,,,
936,,,,, ,,,,,,,
937,,,,, ,,,,,,,
938,,,,, ,,,,,,,
939,,,,, ,,,,,,,
940,,,,, ,,,,,,,
941,,,,, ,,,,,,,
942,,,,, ,,,,,,,
943,,,,, ,,,,,,,
944,,,,, ,,,,,,,
945,,,,, ,,,,,,,
946,,,,, ,,,,,,,
947,,,,, ,,,,,,,
948,,,,, ,,,,,,,
949,,,,, ,,,,,,,
950,,,,, ,,,,,,,
951,,,,, ,,,,,,,
952,,,,, ,,,,,,,
953,,,,, ,,,,,,,
954,,,,, ,,,,,,,
955,,,,, ,,,,,,,
956,,,,, ,,,,,,,
957,,,,, ,,,,,,,
958,,,,, ,,,,,,,
959,,,,, ,,,,,,,
960,,,,, ,,,,,,,
961,,,,, ,,,,,,,
962,,,,, ,,,,,,,
963,,,,, ,,,,,,,
964,,,,, ,,,,,,,
965,,,,, ,,,,,,,
966,,,,, ,,,,,,,
967,,,,, ,,,,,,,
968,,,,, ,,,,,,,
969,,,,, ,,,,,,,
970,,,,, ,,,,,,,
971,,,,, ,,,,,,,
972,,,,, ,,,,,,,
973,,,,, ,,,,,,,
974,,,,, ,,,,,,,
975,,,,, ,,,,,,,
976,,,,, ,,,,,,,
977,,,,, ,,,,,,,
978,,,,, ,,,,,,,
979,,,,, ,,,,,,,
980,,,,, ,,,,,,,
981,,,,, ,,,,,,,
982,,,,, ,,,,,,,
983,,,,, ,,,,,,,
984,,,,, ,,,,,,,
985,,,,, ,,,,,,,
986,,,,, ,,,,,,,
987,,,,, ,,,,,,,
988,,,,, ,,,,,,,
989,,,,, ,,,,,,,
990,,,,, ,,,,,,,
991,,,,, ,,,,,,,
992,,,,, ,,,,,,,
993,,,,, ,,,,,,,
994,,,,, ,,,,,,,
995,,,,, ,,,,,,,
996,,,,, ,,,,,,,
997,,,,, ,,,,,,,
998,,,,, ,,,,,,,
999,,,,, ,,,,,,,
1000,,,,,,,,,,,,
1001,,,,,,,,,,,,
1002,,,,,,,,,,,,
1003,,,,,,,,,,,,
1004,,,,,,,,,,,,
1005,,,,,,,,,,,,
1006,,,,,,,,,,,,
1007,,,,,,,,,,,,
1008,,,,,,,,,,,,
1009,,,,,,,,,,,,
1010,,,,,,,,,,,,
1011,,,,,,,,,,,,
1012,,,,,,,,,,,,
1013,,,,,,,,,,,,
1014,,,,,,,,,,,,
1015,,,,,,,,,,,,
1016,,,,,,,,,,,,
1017,,,,,,,,,,,,
1018,,,,,,,,,,,,
1019,,,,,,,,,,,,
1020,,,,,,,,,,,,
1021,,,,,,,,,,,,
1022,,,,,,,,,,,,
1023,,,,,,,,,,,,
1024,,,,,,,,,,,,
1025,,,,,,,,,,,,
1026,,,,,,,,,,,,
